Date,Branch,Product,Quantity,UnitPrice,Total
2025-02-03,East,Healthy Oats,3,347.39,1042.17
2025-06-12,East,Imported Wheat Flour,10,217.52,2175.2
2025-01-28,South,Low-Fat Milk,10,389.37,3893.7
2024-11-08,South,Flavored Apples,8,396.93,3175.44
2025-04-27,East,Natural Frozen Pizza,10,181.51,1815.1
2024-11-01,North,Local Corn,6,223.37,1340.22
2025-09-11,West,Premium Noodles,6,489.37,2936.22
2024-12-29,Central,Local Frozen Pizza,10,307.39,3073.9
2025-03-01,East,Roasted Pasta,3,230.72,692.16
2025-06-15,East,Organic Syrup,1,189.3,189.3
2025-04-25,North,Extra Virgin Vanilla Extract,4,79.35,317.4
2024-11-09,Central,Local Frozen Pizza,7,232.82,1629.74
2025-09-06,East,Imported Milk,3,103.38,310.14
2025-01-07,South,Extra Virgin Cooking Oil,1,244.56,244.56
2025-10-15,East,Imported Cereal Bar,10,319.5,3195.0
2025-01-30,Central,Imported Cereal Bar,1,316.75,316.75
2025-08-02,East,Whole Grain Frozen Pizza,9,401.58,3614.22
2024-10-10,West,Flavored Honey,2,348.66,697.32
2024-10-17,North,Gluten-Free Tea,4,486.91,1947.64
2025-09-22,Central,Low-Fat Popcorn,8,466.66,3733.28
2025-05-16,Central,Roasted Cheese,5,402.32,2011.6
2025-03-12,South,Premium Pasta,4,300.58,1202.32
2025-07-28,East,Imported Energy Drink,3,392.22,1176.66
2025-06-29,Central,Classic Bananas,4,115.46,461.84
2024-12-01,East,Light Popcorn,6,481.05,2886.3
2025-07-09,North,Local Milk,1,235.64,235.64
2025-04-08,Central,Premium Turmeric,5,86.18,430.9
2025-08-09,West,Imported Beef Jerky,1,59.35,59.35
2025-05-31,West,Healthy Chips,8,293.37,2346.96
2025-04-09,South,Local Chocolate,2,164.44,328.88
2024-12-03,Central,Classic Rice,8,257.81,2062.48
2024-12-28,South,Premium Lentils,1,472.32,472.32
2025-07-23,East,Classic Honey,10,425.92,4259.2
2024-10-08,West,Imported Rice Cakes,1,271.78,271.78
2024-10-13,North,Premium Wheat Flour,7,388.69,2720.83
2025-03-01,Central,Classic Popcorn,1,144.23,144.23
2024-12-17,West,Fresh Rice,2,433.28,866.56
2025-01-16,North,Gluten-Free Oats,1,232.23,232.23
2025-05-02,East,Local Jam,9,476.45,4288.05
2025-08-12,West,Fresh Canned Tuna,9,209.73,1887.57
2025-03-27,West,Classic Syrup,3,143.18,429.54
2025-07-08,Central,Imported Chips,8,341.54,2732.32
2025-07-29,North,Imported Cumin,7,154.99,1084.93
2025-04-14,Central,Extra Virgin Raisins,9,350.43,3153.87
2025-08-31,North,Classic Cumin,10,101.16,1011.6
2025-05-12,North,Natural Milk,8,441.76,3534.08
2025-03-31,East,Whole Grain Bananas,3,93.54,280.62
2025-01-27,Central,Extra Virgin Cumin,7,77.39,541.73
2025-06-22,West,Extra Virgin Water,3,259.62,778.86
2025-06-01,Central,Low-Fat Noodles,5,334.39,1671.95
2024-12-01,Central,Imported Raisins,1,361.9,361.9
2025-09-26,South,Local Crisps,3,364.44,1093.32
2025-07-06,West,Premium Tofu,3,101.92,305.76
2025-01-09,East,Imported Dates,2,216.04,432.08
2025-06-12,Central,Flavored Syrup,1,373.87,373.87
2024-12-10,North,Fresh Wheat Flour,9,123.5,1111.5
2025-10-05,West,Light Coffee,10,386.79,3867.9
2025-02-13,East,Imported Dried Mango,7,294.44,2061.08
2025-06-10,South,Gluten-Free Butter,9,207.36,1866.24
2025-04-25,North,Low-Fat Yogurt,2,309.05,618.1
2025-06-04,Central,Organic Butter,3,463.87,1391.61
2025-04-03,South,Classic Butter,8,333.87,2670.96
2025-05-22,North,Local Milk,4,362.54,1450.16
2024-11-10,East,Light Milk,4,113.7,454.8
2025-03-25,South,Organic Rice,1,340.72,340.72
2024-11-04,Central,Natural Coffee,10,168.25,1682.5
2025-01-17,West,Organic Cereal Bar,4,488.59,1954.36
2025-03-28,West,Whole Grain Cumin,7,339.58,2377.06
2025-10-11,North,Roasted Eggs,8,222.55,1780.4
2025-07-08,East,Natural Tea,1,499.77,499.77
2024-10-27,West,Low-Fat Cereal Bar,6,360.45,2162.7
2024-12-11,West,Whole Grain Coffee,10,71.26,712.6
2025-02-13,North,Gluten-Free Wheat Flour,2,214.0,428.0
2025-04-17,North,Organic Bananas,6,265.49,1592.94
2024-12-15,Central,Healthy Chocolate,6,202.82,1216.92
2024-12-26,North,Imported Apples,4,365.41,1461.64
2025-06-25,South,Healthy Raisins,7,342.2,2395.4
2025-09-10,North,Healthy Noodles,3,160.26,480.78
2025-09-28,East,Premium Frozen Pizza,6,234.27,1405.62
2025-04-02,Central,Low-Fat Rice Cakes,7,493.74,3456.18
2025-03-08,Central,Whole Grain Turmeric,9,441.7,3975.3
2024-12-31,North,Natural Cumin,1,97.71,97.71
2024-10-23,North,Imported Soda,4,393.53,1574.12
2025-06-03,East,Flavored Ice Cream,10,360.08,3600.8
2024-10-29,West,Local Honey,7,251.0,1757.0
2025-09-20,Central,Flavored Raisins,3,488.77,1466.31
2024-12-16,Central,Roasted Frozen Pizza,4,103.87,415.48
2025-01-26,Central,Local Chips,6,471.41,2828.46
2025-04-18,South,Whole Grain Popcorn,4,433.92,1735.68
2025-05-14,East,Gluten-Free Paprika,3,272.66,817.98
2025-09-28,South,Natural Tofu,6,221.66,1329.96
2025-01-27,Central,Local Apples,2,257.15,514.3
2025-02-19,Central,Gluten-Free Tofu,7,354.94,2484.58
2025-07-06,North,Imported Ice Cream,5,197.48,987.4
2025-05-23,North,Light Tofu,6,74.38,446.28
2024-10-30,South,Light Coconut Water,7,497.0,3479.0
2025-07-14,East,Fresh Raisins,9,402.01,3618.09
2025-02-17,North,Local Frozen Pizza,3,158.95,476.85
2025-08-14,East,Gluten-Free Vanilla Extract,8,463.5,3708.0
2025-08-14,Central,Fresh Apples,4,333.86,1335.44
2025-06-06,North,Low-Fat Jam,6,197.61,1185.66
2024-12-12,East,Gluten-Free Apples,6,387.61,2325.66
2025-05-10,East,Organic Oats,3,213.05,639.15
2025-10-11,West,Healthy Pepper,10,338.49,3384.9
2024-11-19,East,Classic Energy Drink,7,375.26,2626.82
2025-02-14,Central,Premium Canned Tuna,4,345.91,1383.64
2024-10-29,North,Flavored Granola Bar,7,316.08,2212.56
2024-12-22,Central,Whole Grain Dates,6,113.16,678.96
2025-03-03,Central,Light Corn,5,162.81,814.05
2024-11-27,South,Healthy Frozen Pizza,9,77.66,698.94
2025-06-20,Central,Organic Canned Tuna,6,309.0,1854.0
2025-02-08,Central,Extra Virgin Water,4,300.0,1200.0
2025-02-23,Central,Fresh Cereal,5,79.32,396.6
2024-12-21,Central,Light Bananas,3,164.69,494.07
2025-02-09,North,Natural Popcorn,8,408.9,3271.2
2024-10-16,South,Imported Coconut Water,2,137.18,274.36
2025-02-02,West,Classic Butter,4,334.86,1339.44
2024-12-17,North,Flavored Bananas,2,91.4,182.8
2025-06-06,North,Classic Energy Drink,2,187.49,374.98
2024-11-27,Central,Premium Crackers,4,147.38,589.52
2024-11-24,Central,Organic Pasta,3,227.02,681.06
2025-05-19,West,Gluten-Free Syrup,10,472.5,4725.0
2025-03-12,East,Light Corn,6,402.04,2412.24
2025-06-24,East,Classic Apples,8,199.3,1594.4
2024-12-05,North,Gluten-Free Tea,5,493.69,2468.45
2025-05-04,North,Low-Fat Jam,10,158.51,1585.1
2025-10-10,East,Natural Bread,4,164.12,656.48
2025-02-05,West,Low-Fat Rice Cakes,5,110.69,553.45
2025-01-15,West,Organic Lentils,9,256.67,2310.03
2025-02-17,South,Low-Fat Water,2,259.72,519.44
2024-12-03,East,Low-Fat Energy Drink,8,462.55,3700.4
2024-11-06,East,Organic Beef Jerky,6,54.37,326.22
2025-04-03,North,Flavored Rice Cakes,3,441.31,1323.93
2024-10-23,South,Premium Beef Jerky,3,269.81,809.43
2025-05-02,Central,Local Bananas,4,360.68,1442.72
2025-09-26,North,Organic Raisins,7,479.7,3357.9
2025-04-17,North,Premium Dried Mango,9,327.05,2943.45
2025-10-02,South,Gluten-Free Milk,5,177.06,885.3
2025-05-23,East,Imported Bread,5,476.72,2383.6
2025-09-04,East,Low-Fat Jam,4,417.38,1669.52
2025-06-22,Central,Whole Grain Coconut Water,1,371.91,371.91
2025-08-13,Central,Whole Grain Tea,5,497.15,2485.75
2025-02-01,West,Premium Eggs,7,465.0,3255.0
2024-10-28,West,Local Coffee,7,209.79,1468.53
2025-06-16,North,Imported Raisins,3,438.65,1315.95
2025-01-03,Central,Fresh Corn,6,163.12,978.72
2024-10-31,Central,Whole Grain Water,5,258.48,1292.4
2025-03-22,South,Imported Yogurt,2,393.23,786.46
2025-09-01,Central,Local Corn,6,295.59,1773.54
2025-09-21,West,Classic Ice Cream,10,145.5,1455.0
2025-07-14,Central,Natural Cereal Bar,9,183.65,1652.85
2025-03-23,South,Light Crackers,5,54.04,270.2
2025-06-25,Central,Extra Virgin Lentils,10,326.74,3267.4
2025-01-25,East,Imported Canned Tuna,10,160.52,1605.2
2024-12-15,South,Organic Dates,8,386.63,3093.04
2024-10-11,Central,Natural Chips,2,464.38,928.76
2025-04-01,West,Gluten-Free Tofu,5,423.44,2117.2
2025-03-01,East,Healthy Tea,9,302.05,2718.45
2025-09-16,East,Whole Grain Milk,2,157.74,315.48
2025-04-13,South,Premium Popcorn,9,220.68,1986.12
2025-03-29,West,Gluten-Free Ice Cream,8,473.13,3785.04
2025-07-25,East,Natural Eggs,5,429.43,2147.15
2025-03-20,South,Flavored Vanilla Extract,3,234.68,704.04
2024-12-23,Central,Roasted Oats,7,54.43,381.01
2025-02-12,West,Roasted Corn,6,200.76,1204.56
2025-06-22,South,Premium Vanilla Extract,5,400.15,2000.75
2025-05-22,South,Healthy Pepper,9,376.22,3385.98
2025-09-19,East,Flavored Oats,9,193.18,1738.62
2025-03-17,North,Whole Grain Cinnamon,7,343.93,2407.51
2025-05-17,South,Local Corn,5,398.52,1992.6
2024-11-08,East,Gluten-Free Lentils,3,277.76,833.28
2025-04-08,West,Fresh Bread,6,489.91,2939.46
2025-02-16,West,Imported Juice,3,434.73,1304.19
2024-10-09,Central,Whole Grain Jam,8,375.24,3001.92
2025-07-30,Central,Light Soda,4,123.42,493.68
2025-03-31,East,Imported Cheese,8,475.34,3802.72
2025-01-24,North,Premium Soda,2,328.45,656.9
2025-09-02,South,Low-Fat Crisps,7,463.34,3243.38
2025-08-14,South,Classic Dried Mango,2,249.53,499.06
2025-03-29,North,Local Bread,5,259.12,1295.6
2025-02-04,North,Low-Fat Popcorn,8,72.02,576.16
2025-07-01,East,Extra Virgin Oats,4,78.04,312.16
2024-10-15,Central,Flavored Lentils,7,282.81,1979.67
2025-07-21,South,Premium Frozen Pizza,1,409.68,409.68
2025-07-21,South,Local Noodles,7,205.44,1438.08
2025-08-24,West,Organic Apples,1,134.26,134.26
2025-10-04,East,Whole Grain Almonds,9,443.23,3989.07
2025-08-05,Central,Healthy Vanilla Extract,1,174.93,174.93
2025-07-31,South,Healthy Energy Drink,9,250.56,2255.04
2025-08-12,Central,Natural Frozen Pizza,8,263.05,2104.4
2025-05-10,East,Organic Granola,10,105.21,1052.1
2025-01-27,West,Whole Grain Juice,8,349.52,2796.16
2024-12-02,West,Whole Grain Granola,6,124.42,746.52
2025-03-20,North,Premium Bread,8,282.02,2256.16
2024-11-24,West,Roasted Turmeric,4,339.41,1357.64
2025-03-16,West,Whole Grain Canned Beans,4,119.88,479.52
2024-11-09,Central,Classic Corn,3,336.31,1008.93
2025-10-04,North,Imported Noodles,4,432.97,1731.88
2025-04-24,East,Light Cooking Oil,4,55.8,223.2
2025-01-13,South,Imported Butter,4,118.91,475.64
2025-02-10,Central,Premium Syrup,1,350.87,350.87
2025-08-01,Central,Whole Grain Soda,6,462.66,2775.96
2025-05-04,Central,Light Almonds,10,429.71,4297.1
2025-04-06,Central,Low-Fat Candy,10,449.0,4490.0
2025-07-25,South,Flavored Canned Tuna,4,496.5,1986.0
2025-09-17,West,Gluten-Free Popcorn,7,219.31,1535.17
2025-05-26,East,Local Jam,6,297.5,1785.0
2025-03-18,West,Low-Fat Bread,6,176.21,1057.26
2024-12-20,North,Imported Canned Beans,7,431.44,3020.08
2024-10-13,West,Roasted Popcorn,8,152.3,1218.4
2024-12-09,North,Roasted Rice,9,200.55,1804.95
2025-08-10,West,Flavored Coconut Water,7,171.01,1197.07
2025-07-03,Central,Gluten-Free Ice Cream,4,441.93,1767.72
2025-06-14,Central,Roasted Tea,3,320.44,961.32
2025-03-12,North,Healthy Noodles,7,311.62,2181.34
2025-02-05,North,Healthy Eggs,3,100.53,301.59
2025-05-20,North,Imported Ice Cream,3,225.45,676.35
2025-10-03,East,Classic Paprika,6,138.76,832.56
2025-02-03,Central,Light Granola Bar,8,285.4,2283.2
2024-10-17,South,Light Popcorn,5,400.33,2001.65
2025-02-11,Central,Organic Cereal Bar,4,281.45,1125.8
2025-02-17,South,Flavored Raisins,1,153.88,153.88
2025-03-20,Central,Organic Rice Cakes,5,415.95,2079.75
2025-04-01,Central,Gluten-Free Juice,2,175.42,350.84
2025-04-13,South,Fresh Ice Cream,7,388.68,2720.76
2025-06-21,East,Gluten-Free Tea,6,105.08,630.48
2025-04-04,East,Low-Fat Wheat Flour,7,412.87,2890.09
2025-03-22,East,Imported Popcorn,2,486.38,972.76
2025-08-18,North,Extra Virgin Eggs,8,311.22,2489.76
2024-11-07,Central,Gluten-Free Wheat Flour,8,373.94,2991.52
2025-09-15,South,Natural Cashews,3,415.94,1247.82
2025-04-19,West,Premium Rice Cakes,7,497.23,3480.61
2025-08-06,Central,Local Ice Cream,3,335.99,1007.97
2025-08-26,South,Local Oats,6,365.38,2192.28
2024-12-03,East,Organic Corn,6,106.01,636.06
2025-03-12,South,Flavored Dried Mango,7,435.52,3048.64
2025-09-26,Central,Fresh Jam,8,189.0,1512.0
2025-06-14,Central,Healthy Cinnamon,9,64.56,581.04
2025-07-22,North,Local Honey,1,288.71,288.71
2025-01-29,East,Gluten-Free Tofu,1,475.56,475.56
2025-01-04,East,Classic Cooking Oil,3,359.59,1078.77
2025-09-25,Central,Fresh Raisins,10,337.14,3371.4
2025-05-27,Central,Extra Virgin Chips,6,393.13,2358.78
2025-09-18,East,Roasted Jam,10,136.23,1362.3
2025-09-06,South,Flavored Eggs,5,432.77,2163.85
2025-08-07,West,Fresh Popcorn,1,104.67,104.67
2024-10-17,Central,Flavored Bananas,8,145.2,1161.6
2024-11-09,West,Extra Virgin Ice Cream,4,326.07,1304.28
2024-12-09,Central,Extra Virgin Raisins,10,372.13,3721.3
2025-05-31,North,Whole Grain Energy Drink,3,315.03,945.09
2025-06-08,East,Extra Virgin Dried Mango,8,52.49,419.92
2025-01-26,East,Local Oats,10,235.37,2353.7
2025-05-26,North,Whole Grain Noodles,10,250.54,2505.4
2024-12-10,East,Light Lentils,7,417.31,2921.17
2025-04-11,South,Light Coffee,7,86.11,602.77
2024-10-23,Central,Premium Bananas,9,222.17,1999.53
2025-09-04,Central,Premium Coffee,1,289.56,289.56
2024-12-19,West,Whole Grain Almonds,2,493.26,986.52
2025-09-04,Central,Flavored Crisps,10,151.46,1514.6
2025-01-02,North,Premium Dates,3,476.69,1430.07
2025-03-02,Central,Classic Candy,10,341.37,3413.7
2025-06-21,North,Healthy Bananas,8,168.29,1346.32
2024-10-19,North,Whole Grain Cereal,3,413.36,1240.08
2024-10-18,East,Fresh Beef Jerky,2,187.6,375.2
2025-06-05,West,Local Cinnamon,2,51.69,103.38
2025-09-16,East,Low-Fat Pasta,6,368.78,2212.68
2025-03-03,Central,Premium Tea,10,185.12,1851.2
2025-02-28,North,Healthy Bread,4,433.67,1734.68
2025-01-16,North,Whole Grain Cinnamon,7,362.96,2540.72
2024-12-05,South,Organic Corn,5,494.8,2474.0
2025-05-05,East,Local Vanilla Extract,3,234.73,704.19
2025-09-25,Central,Low-Fat Candy,7,399.6,2797.2
2025-07-30,West,Imported Juice,1,432.84,432.84
2025-01-31,East,Flavored Canned Beans,10,353.44,3534.4
2025-09-01,South,Imported Chips,1,276.89,276.89
2025-01-23,East,Gluten-Free Butter,8,442.99,3543.92
2025-09-16,West,Healthy Bread,2,98.28,196.56
2025-03-13,North,Whole Grain Yogurt,8,214.35,1714.8
2025-08-16,East,Local Honey,1,461.71,461.71
2025-08-04,North,Gluten-Free Soda,10,426.17,4261.7
2025-09-10,South,Whole Grain Raisins,9,290.96,2618.64
2025-06-04,Central,Local Popcorn,9,214.34,1929.06
2025-06-08,Central,Extra Virgin Canned Tuna,9,347.73,3129.57
2025-01-17,East,Premium Beef Jerky,7,136.75,957.25
2024-12-17,Central,Light Water,9,453.46,4081.14
2024-10-22,South,Gluten-Free Candy,2,386.25,772.5
2025-07-23,South,Imported Dried Mango,9,74.29,668.61
2025-06-22,East,Premium Bananas,10,431.73,4317.3
2024-10-09,North,Healthy Cumin,8,404.54,3236.32
2025-01-19,Central,Light Cashews,10,90.38,903.8
2025-05-04,West,Classic Popcorn,3,334.06,1002.18
2025-10-07,South,Natural Corn,2,449.67,899.34
2025-04-09,West,Light Granola,3,134.66,403.98
2025-09-29,South,Whole Grain Coffee,5,69.79,348.95
2025-06-05,West,Light Apples,9,212.38,1911.42
2025-02-03,North,Roasted Raisins,9,425.39,3828.51
2024-11-25,Central,Local Vanilla Extract,7,377.92,2645.44
2024-11-19,North,Fresh Candy,7,115.95,811.65
2025-09-08,West,Fresh Coconut Water,7,138.54,969.78
2025-03-31,West,Whole Grain Turmeric,3,117.12,351.36
2025-03-28,Central,Premium Rice,3,466.03,1398.09
2025-09-06,North,Natural Ice Cream,2,69.61,139.22
2025-06-06,West,Light Cheese,4,188.45,753.8
2025-03-03,South,Premium Almonds,9,460.77,4146.93
2024-10-23,South,Local Crackers,5,259.06,1295.3
2025-07-13,West,Imported Noodles,5,51.69,258.45
2025-09-24,North,Classic Rice,4,151.45,605.8
2025-06-07,North,Roasted Candy,8,393.26,3146.08
2025-01-11,Central,Local Jam,4,473.46,1893.84
2024-12-29,North,Extra Virgin Turmeric,4,300.71,1202.84
2025-03-13,West,Flavored Dates,2,408.76,817.52
2024-12-13,Central,Premium Syrup,6,125.73,754.38
2025-03-12,North,Light Chips,7,51.77,362.39
2025-03-02,West,Whole Grain Tofu,2,263.21,526.42
2025-10-05,Central,Classic Cheese,3,347.35,1042.05
2025-05-24,Central,Whole Grain Paprika,9,335.47,3019.23
2024-10-31,South,Premium Cheese,4,471.79,1887.16
2025-03-30,North,Healthy Raisins,1,275.23,275.23
2025-04-21,Central,Healthy Almonds,4,444.35,1777.4
2025-05-30,South,Classic Turmeric,10,199.32,1993.2
2025-06-27,South,Whole Grain Bread,5,302.57,1512.85
2024-10-18,East,Classic Dates,9,316.28,2846.52
2025-04-23,North,Local Chocolate,4,67.69,270.76
2025-02-08,East,Natural Energy Drink,8,455.2,3641.6
2025-07-11,South,Fresh Beef Jerky,3,472.62,1417.86
2024-12-17,South,Whole Grain Bananas,3,459.75,1379.25
2024-12-11,North,Natural Beef Jerky,2,357.45,714.9
2025-07-25,North,Flavored Yogurt,8,468.33,3746.64
2025-05-16,West,Light Almonds,7,87.37,611.59
2025-07-24,East,Low-Fat Milk,8,447.78,3582.24
2025-09-30,Central,Flavored Coffee,5,276.36,1381.8
2024-11-09,North,Premium Rice,7,309.69,2167.83
2025-09-18,Central,Extra Virgin Tea,10,61.88,618.8
2025-01-03,East,Organic Tofu,1,271.8,271.8
2025-07-17,Central,Fresh Wheat Flour,5,311.69,1558.45
2025-07-16,South,Gluten-Free Rice,7,280.52,1963.64
2024-11-06,West,Extra Virgin Pepper,1,361.01,361.01
2024-10-21,West,Imported Granola,6,85.24,511.44
2025-10-01,East,Natural Cumin,10,455.14,4551.4
2025-08-26,West,Healthy Vanilla Extract,4,221.89,887.56
2025-04-22,North,Healthy Cheese,9,249.75,2247.75
2024-12-24,North,Natural Water,1,102.98,102.98
2024-12-10,West,Fresh Canned Tuna,1,316.12,316.12
2025-04-15,North,Low-Fat Pasta,2,440.03,880.06
2025-01-11,Central,Classic Butter,4,167.81,671.24
2025-04-01,North,Organic Dried Mango,10,102.26,1022.6
2025-02-03,West,Whole Grain Cashews,6,489.72,2938.32
2025-07-03,Central,Flavored Milk,6,360.88,2165.28
2025-06-28,South,Flavored Soda,8,138.95,1111.6
2025-01-23,South,Premium Honey,3,324.77,974.31
2025-09-05,East,Premium Coffee,1,355.79,355.79
2024-12-19,East,Classic Cumin,8,405.93,3247.44
2025-09-10,North,Flavored Energy Drink,9,130.78,1177.02
2025-07-10,North,Extra Virgin Butter,5,213.78,1068.9
2024-10-27,South,Organic Oats,7,241.18,1688.26
2025-08-30,North,Fresh Lentils,10,303.26,3032.6
2025-03-12,West,Gluten-Free Cereal Bar,8,252.22,2017.76
2025-04-20,East,Natural Lentils,9,467.81,4210.29
2025-02-25,North,Low-Fat Cumin,5,127.7,638.5
2025-05-25,South,Premium Butter,4,160.69,642.76
2024-10-14,East,Roasted Pasta,6,200.06,1200.36
2025-07-09,East,Fresh Water,9,267.31,2405.79
2024-10-11,South,Local Cheese,9,191.76,1725.84
2025-03-30,South,Low-Fat Rice,2,74.03,148.06
2025-05-22,North,Imported Jam,8,290.3,2322.4
2025-06-16,North,Low-Fat Cereal Bar,6,157.06,942.36
2024-10-19,South,Natural Frozen Pizza,10,457.79,4577.9
2025-03-15,South,Organic Cashews,4,149.53,598.12
2024-10-18,North,Light Beef Jerky,1,277.52,277.52
2025-09-20,West,Imported Jam,7,54.27,379.89
2025-04-04,West,Natural Noodles,4,191.25,765.0
2025-04-15,East,Roasted Candy,9,481.22,4330.98
2025-04-11,Central,Roasted Cumin,2,382.33,764.66
2025-03-21,East,Flavored Apples,1,280.74,280.74
2024-12-02,East,Whole Grain Canned Beans,8,249.88,1999.04
2025-08-14,Central,Whole Grain Vanilla Extract,7,497.71,3483.97
2025-03-16,South,Light Granola,3,401.21,1203.63
2025-04-23,South,Classic Cinnamon,9,497.09,4473.81
2025-05-02,North,Fresh Jam,10,317.36,3173.6
2024-12-19,North,Natural Vanilla Extract,10,199.61,1996.1
2025-08-11,East,Classic Chips,4,100.94,403.76
2025-07-28,Central,Fresh Juice,2,279.56,559.12
2025-08-06,East,Imported Corn,9,243.6,2192.4
2025-01-08,East,Extra Virgin Vanilla Extract,10,450.49,4504.9
2025-03-29,Central,Whole Grain Raisins,4,116.9,467.6
2024-10-07,West,Organic Milk,9,91.69,825.21
2025-03-02,East,Extra Virgin Chips,3,153.82,461.46
2025-06-02,South,Roasted Crackers,6,337.45,2024.7
2025-02-25,North,Fresh Syrup,10,266.03,2660.3
2024-11-22,West,Gluten-Free Butter,8,242.13,1937.04
2025-02-02,South,Roasted Tofu,5,251.07,1255.35
2025-07-16,Central,Natural Crackers,6,158.71,952.26
2024-11-11,South,Imported Bananas,6,118.33,709.98
2024-11-15,North,Gluten-Free Cinnamon,2,68.84,137.68
2025-02-15,East,Roasted Coffee,8,114.94,919.52
2025-04-21,West,Local Apples,4,128.35,513.4
2025-07-26,West,Fresh Popcorn,6,358.19,2149.14
2024-11-03,South,Light Rice Cakes,6,468.36,2810.16
2025-06-23,South,Healthy Cumin,7,73.83,516.81
2024-10-20,South,Flavored Honey,10,257.75,2577.5
2025-01-15,South,Roasted Honey,7,296.45,2075.15
2025-04-18,West,Gluten-Free Cheese,9,363.68,3273.12
2025-02-23,Central,Gluten-Free Corn,2,256.22,512.44
2025-01-09,North,Fresh Vanilla Extract,5,186.97,934.85
2025-05-27,Central,Low-Fat Rice Cakes,5,227.24,1136.2
2025-10-04,Central,Imported Canned Tuna,5,309.81,1549.05
2025-06-18,West,Roasted Apples,8,248.23,1985.84
2025-05-07,South,Natural Eggs,10,428.62,4286.2
2024-10-09,South,Organic Yogurt,9,373.11,3357.99
2024-10-13,North,Gluten-Free Coffee,9,434.09,3906.81
2025-03-22,North,Healthy Chips,6,390.64,2343.84
2025-07-01,North,Gluten-Free Popcorn,9,239.3,2153.7
2025-10-05,North,Whole Grain Granola Bar,4,129.68,518.72
2025-01-22,North,Gluten-Free Corn,10,232.93,2329.3
2024-10-25,West,Healthy Corn,6,299.01,1794.06
2025-09-29,North,Organic Wheat Flour,2,466.4,932.8
2025-03-27,North,Natural Frozen Pizza,7,220.52,1543.64
2025-01-11,North,Light Pepper,6,228.14,1368.84
2025-03-22,West,Organic Turmeric,10,162.27,1622.7
2025-07-28,North,Premium Cashews,6,318.07,1908.42
2025-05-15,West,Extra Virgin Water,9,261.92,2357.28
2024-10-23,South,Gluten-Free Crisps,10,446.53,4465.3
2025-09-28,Central,Flavored Almonds,10,83.32,833.2
2024-12-21,South,Low-Fat Cooking Oil,3,250.16,750.48
2025-07-03,South,Premium Pepper,1,333.2,333.2
2025-06-06,West,Classic Apples,10,377.44,3774.4
2025-08-26,Central,Roasted Apples,2,418.06,836.12
2025-09-30,Central,Fresh Cumin,3,169.37,508.11
2025-08-06,West,Fresh Milk,5,466.41,2332.05
2025-06-28,East,Light Honey,6,123.32,739.92
2024-12-03,South,Organic Energy Drink,9,412.4,3711.6
2025-08-12,West,Whole Grain Juice,8,104.27,834.16
2025-05-28,South,Premium Dried Mango,1,129.66,129.66
2024-12-24,South,Roasted Syrup,1,161.74,161.74
2025-01-19,South,Local Pepper,2,382.23,764.46
2024-12-21,East,Imported Tofu,7,62.96,440.72
2025-01-29,North,Imported Chips,3,480.32,1440.96
2025-07-03,South,Gluten-Free Ice Cream,9,427.43,3846.87
2025-03-23,East,Fresh Turmeric,4,99.56,398.24
2025-08-20,Central,Premium Crisps,8,196.15,1569.2
2025-05-08,East,Local Canned Tuna,4,177.19,708.76
2025-09-16,Central,Extra Virgin Chocolate,6,92.81,556.86
2025-03-11,West,Whole Grain Granola,1,464.88,464.88
2025-04-04,Central,Organic Butter,4,313.48,1253.92
2024-10-22,South,Local Honey,5,87.24,436.2
2025-04-10,West,Classic Syrup,2,420.09,840.18
2025-09-07,North,Organic Granola,1,269.5,269.5
2025-02-17,Central,Fresh Chocolate,7,423.46,2964.22
2025-07-13,North,Local Granola Bar,8,300.13,2401.04
2025-05-30,Central,Whole Grain Canned Tuna,3,313.41,940.23
2025-03-20,South,Light Soda,6,259.9,1559.4
2025-05-22,East,Flavored Dried Mango,4,398.47,1593.88
2024-12-31,West,Low-Fat Ice Cream,6,209.98,1259.88
2025-05-28,East,Local Tea,4,494.59,1978.36
2024-11-17,West,Fresh Pepper,2,439.18,878.36
2024-11-30,Central,Imported Eggs,8,391.66,3133.28
2025-01-30,West,Classic Cereal Bar,4,418.16,1672.64
2024-11-19,East,Gluten-Free Dates,10,439.31,4393.1
2025-06-30,South,Fresh Bread,8,481.78,3854.24
2025-01-16,South,Classic Lentils,3,128.91,386.73
2024-11-10,West,Low-Fat Apples,9,137.84,1240.56
2024-12-21,West,Local Coffee,7,233.91,1637.37
2025-03-31,Central,Organic Jam,2,301.56,603.12
2025-03-20,West,Roasted Cashews,2,451.61,903.22
2024-11-13,North,Local Noodles,8,394.68,3157.44
2025-10-10,North,Natural Canned Tuna,6,83.22,499.32
2025-01-27,North,Natural Chocolate,1,476.3,476.3
2025-10-05,South,Classic Coconut Water,9,95.48,859.32
2025-08-15,North,Flavored Cooking Oil,2,278.13,556.26
2024-11-12,Central,Organic Cumin,7,206.7,1446.9
2025-01-24,North,Classic Cereal Bar,10,387.6,3876.0
2024-12-12,North,Gluten-Free Cheese,7,143.11,1001.77
2025-06-24,North,Flavored Syrup,4,157.99,631.96
2024-10-13,West,Classic Bananas,5,466.95,2334.75
2025-08-10,South,Light Canned Beans,7,76.42,534.94
2025-07-29,North,Extra Virgin Milk,9,50.71,456.39
2025-04-14,North,Whole Grain Tofu,1,150.39,150.39
